age	workclass	education	marital_status	occupation	race	sex	native_country	class
20s	 Private	 HS-grad	 Never-married	 Other-service	 Black	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Adm-clerical	 Black	 Male	 United-States	 <=50K
30s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Divorced	 Adm-clerical	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 <=50K
10s	 ?	 Some-college	 Never-married	 ?	 White	 Male	 United-States	 <=50K
30s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
50s	 State-gov	 HS-grad	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 <=50K
30s	 Private	 12th	 Separated	 Priv-house-serv	 Black	 Female	 United-States	 <=50K
50s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Private	 Bachelors	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
10s	 Private	 Some-college	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Divorced	 Exec-managerial	 White	 Female	 United-States	 <=50K
30s	 State-gov	 10th	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-spouse-absent	 Craft-repair	 White	 Female	 Ireland	 <=50K
40s	 Private	 10th	 Divorced	 Other-service	 Black	 Female	 United-States	 <=50K
50s	 Self-emp-inc	 9th	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Other-service	 Asian-Pac-Islander	 Male	 Philippines	 <=50K
50s	 Federal-gov	 Doctorate	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Tech-support	 Asian-Pac-Islander	 Male	 United-States	 >50K
20s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
40s	 State-gov	 Masters	 Never-married	 Exec-managerial	 White	 Female	 United-States	 <=50K
50s	 Private	 Masters	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
10s	 State-gov	 11th	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
20s	 Self-emp-not-inc	 Some-college	 Never-married	 Prof-specialty	 White	 Female	 Mexico	 <=50K
60s	 State-gov	 Bachelors	 Divorced	 Exec-managerial	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
50s	 Private	 Bachelors	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
20s	 Local-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Federal-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
20s	 Private	 Assoc-voc	 Divorced	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
50s	 State-gov	 Bachelors	 Divorced	 Exec-managerial	 White	 Female	 United-States	 <=50K
50s	 Private	 Some-college	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 >50K
20s	 ?	 Some-college	 Never-married	 ?	 White	 Female	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Female	 United-States	 <=50K
20s	 State-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
10s	 Private	 HS-grad	 Never-married	 Sales	 White	 Female	 United-States	 <=50K
70s	 ?	 7th-8th	 Married-civ-spouse	 ?	 White	 Male	 United-States	 <=50K
70s	 Private	 Some-college	 Widowed	 Priv-house-serv	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
50s	 Private	 Masters	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 State-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Private	 Some-college	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
50s	 State-gov	 Assoc-voc	 Divorced	 Tech-support	 White	 Male	 United-States	 >50K
30s	 Private	 Assoc-voc	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 >50K
40s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
50s	 Private	 Bachelors	 Divorced	 Sales	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
20s	 State-gov	 Assoc-acdm	 Never-married	 Protective-serv	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Other-service	 White	 Male	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
30s	 Private	 12th	 Separated	 Transport-moving	 Black	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Never-married	 Other-service	 Black	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 >50K
40s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 Prof-school	 Married-civ-spouse	 Prof-specialty	 Asian-Pac-Islander	 Male	 India	 >50K
30s	 ?	 Some-college	 Never-married	 ?	 Black	 Female	 United-States	 <=50K
20s	 Private	 10th	 Never-married	 Handlers-cleaners	 Black	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Self-emp-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 12th	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Other-service	 Black	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Handlers-cleaners	 White	 Male	 United-States	 <=50K
10s	 Private	 11th	 Never-married	 Other-service	 Black	 Male	 United-States	 <=50K
20s	 State-gov	 HS-grad	 Never-married	 Other-service	 White	 Female	 United-States	 <=50K
20s	 ?	 Some-college	 Never-married	 ?	 White	 Male	 United-States	 <=50K
40s	 Self-emp-inc	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
50s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
30s	 Private	 Assoc-acdm	 Divorced	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Self-emp-inc	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
20s	 Private	 Assoc-voc	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
50s	 Self-emp-not-inc	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
30s	 State-gov	 Assoc-acdm	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Divorced	 Other-service	 White	 Female	 United-States	 <=50K
50s	 Private	 11th	 Divorced	 Transport-moving	 White	 Male	 Canada	 <=50K
20s	 Private	 Bachelors	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 >50K
20s	 Local-gov	 HS-grad	 Never-married	 Tech-support	 White	 Female	 United-States	 <=50K
20s	 ?	 HS-grad	 Never-married	 ?	 White	 Male	 United-States	 <=50K
40s	 ?	 Assoc-voc	 Married-spouse-absent	 ?	 White	 Female	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
40s	 Private	 11th	 Divorced	 Other-service	 White	 Female	 United-States	 <=50K
20s	 Private	 Bachelors	 Never-married	 Tech-support	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
50s	 Self-emp-inc	 Masters	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Never-married	 Craft-repair	 White	 Male	 United-States	 >50K
40s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Exec-managerial	 White	 Female	 United-States	 <=50K
20s	 Federal-gov	 Assoc-voc	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 Bachelors	 Never-married	 Prof-specialty	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Widowed	 Prof-specialty	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
70s	 Private	 11th	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
50s	 Federal-gov	 Some-college	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
60s	 Private	 Masters	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
20s	 Local-gov	 Some-college	 Never-married	 Protective-serv	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
20s	 Federal-gov	 Some-college	 Married-civ-spouse	 Tech-support	 White	 Male	 United-States	 >50K
20s	 Private	 Some-college	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 Assoc-voc	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
60s	 ?	 Bachelors	 Divorced	 ?	 White	 Male	 United-States	 <=50K
20s	 Private	 11th	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
60s	 ?	 Some-college	 Widowed	 ?	 Asian-Pac-Islander	 Female	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
40s	 State-gov	 Bachelors	 Never-married	 Protective-serv	 Black	 Male	 Puerto-Rico	 <=50K
50s	 ?	 HS-grad	 Married-civ-spouse	 ?	 Black	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Separated	 Exec-managerial	 White	 Female	 United-States	 <=50K
30s	 State-gov	 HS-grad	 Separated	 Other-service	 White	 Female	 United-States	 <=50K
60s	 Federal-gov	 HS-grad	 Married-civ-spouse	 Adm-clerical	 Black	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Handlers-cleaners	 Black	 Male	 United-States	 <=50K
20s	 Private	 Masters	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
30s	 Private	 5th-6th	 Married-civ-spouse	 Handlers-cleaners	 White	 Male	 Mexico	 <=50K
30s	 Federal-gov	 HS-grad	 Never-married	 Adm-clerical	 White	 Male	 United-States	 >50K
40s	 Local-gov	 Bachelors	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
20s	 Private	 Bachelors	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
50s	 Self-emp-not-inc	 Some-college	 Divorced	 Craft-repair	 White	 Male	 ?	 <=50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
40s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 Asian-Pac-Islander	 Female	 Taiwan	 >50K
20s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Handlers-cleaners	 Black	 Male	 United-States	 <=50K
20s	 Private	 Some-college	 Never-married	 Handlers-cleaners	 Black	 Male	 United-States	 <=50K
70s	 Self-emp-not-inc	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
10s	 ?	 12th	 Never-married	 ?	 Other	 Male	 United-States	 <=50K
10s	 ?	 Some-college	 Never-married	 ?	 White	 Female	 United-States	 <=50K
60s	 Self-emp-not-inc	 7th-8th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 HS-grad	 Divorced	 Craft-repair	 Amer-Indian-Eskimo	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Widowed	 Machine-op-inspct	 Black	 Female	 United-States	 <=50K
60s	 Self-emp-not-inc	 7th-8th	 Married-civ-spouse	 Other-service	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Female	 United-States	 >50K
20s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 Black	 Female	 United-States	 <=50K
50s	 Federal-gov	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
30s	 Private	 Assoc-voc	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
50s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
10s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Male	 United-States	 <=50K
30s	 Private	 Bachelors	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Local-gov	 Bachelors	 Never-married	 Prof-specialty	 White	 Male	 United-States	 <=50K
60s	 Private	 HS-grad	 Married-civ-spouse	 Sales	 White	 Male	 United-States	 <=50K
10s	 Private	 11th	 Never-married	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Private	 10th	 Never-married	 Machine-op-inspct	 White	 Female	 Columbia	 <=50K
20s	 Self-emp-inc	 Bachelors	 Never-married	 Adm-clerical	 White	 Male	 South	 <=50K
30s	 Private	 7th-8th	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 >50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Private	 Assoc-acdm	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
40s	 Private	 Bachelors	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
40s	 Self-emp-not-inc	 Some-college	 Divorced	 Exec-managerial	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 Asian-Pac-Islander	 Male	 India	 <=50K
40s	 Private	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
30s	 Private	 Assoc-voc	 Divorced	 Prof-specialty	 White	 Female	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Machine-op-inspct	 Other	 Male	 Ecuador	 <=50K
60s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 White	 Female	 United-States	 <=50K
30s	 Private	 HS-grad	 Never-married	 Transport-moving	 Black	 Male	 United-States	 <=50K
30s	 State-gov	 Some-college	 Divorced	 Adm-clerical	 Black	 Female	 United-States	 <=50K
50s	 State-gov	 Doctorate	 Divorced	 Prof-specialty	 White	 Male	 United-States	 >50K
40s	 Federal-gov	 Bachelors	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 >50K
20s	 Private	 10th	 Married-civ-spouse	 Machine-op-inspct	 White	 Male	 United-States	 <=50K
40s	 Private	 Assoc-voc	 Married-civ-spouse	 Farming-fishing	 White	 Male	 United-States	 >50K
40s	 Private	 Bachelors	 Divorced	 Prof-specialty	 White	 Female	 United-States	 >50K
50s	 Private	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
30s	 Federal-gov	 Some-college	 Married-civ-spouse	 Other-service	 Black	 Male	 United-States	 <=50K
30s	 Local-gov	 Assoc-acdm	 Married-civ-spouse	 Protective-serv	 White	 Male	 United-States	 >50K
40s	 Local-gov	 Masters	 Never-married	 Prof-specialty	 White	 Male	 United-States	 >50K
40s	 State-gov	 Some-college	 Married-civ-spouse	 Adm-clerical	 Asian-Pac-Islander	 Female	 United-States	 >50K
40s	 Private	 Some-college	 Divorced	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Self-emp-inc	 HS-grad	 Never-married	 Sales	 White	 Male	 United-States	 <=50K
60s	 Private	 11th	 Married-civ-spouse	 Machine-op-inspct	 Asian-Pac-Islander	 Female	 Hong	 <=50K
50s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
50s	 Private	 5th-6th	 Widowed	 Machine-op-inspct	 White	 Female	 United-States	 <=50K
30s	 Private	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Other-service	 Asian-Pac-Islander	 Male	 China	 <=50K
80s	 Private	 Bachelors	 Never-married	 Exec-managerial	 White	 Male	 United-States	 <=50K
40s	 Local-gov	 Assoc-voc	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Self-emp-inc	 HS-grad	 Married-civ-spouse	 Other-service	 White	 Male	 United-States	 >50K
50s	 Private	 10th	 Married-civ-spouse	 Other-service	 White	 Male	 Cuba	 >50K
40s	 Private	 Some-college	 Married-civ-spouse	 Other-service	 Black	 Female	 United-States	 <=50K
30s	 Private	 11th	 Married-civ-spouse	 Transport-moving	 White	 Male	 United-States	 <=50K
10s	 Private	 11th	 Never-married	 Protective-serv	 White	 Female	 United-States	 <=50K
40s	 Self-emp-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 >50K
30s	 Private	 HS-grad	 Married-civ-spouse	 Machine-op-inspct	 Black	 Male	 United-States	 <=50K
60s	 Private	 HS-grad	 Widowed	 Sales	 White	 Female	 United-States	 >50K
40s	 Private	 7th-8th	 Married-civ-spouse	 Machine-op-inspct	 White	 Female	 Hong	 <=50K
30s	 State-gov	 Some-college	 Separated	 Tech-support	 White	 Male	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 10th	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
20s	 Private	 HS-grad	 Never-married	 Other-service	 White	 Male	 United-States	 <=50K
30s	 Private	 Some-college	 Married-civ-spouse	 Exec-managerial	 White	 Male	 United-States	 <=50K
20s	 Local-gov	 Some-college	 Never-married	 Protective-serv	 White	 Male	 United-States	 <=50K
50s	 Private	 HS-grad	 Divorced	 Transport-moving	 White	 Male	 United-States	 <=50K
30s	 Private	 HS-grad	 Never-married	 Adm-clerical	 White	 Female	 United-States	 <=50K
40s	 Private	 Some-college	 Married-civ-spouse	 Adm-clerical	 White	 Male	 United-States	 >50K
30s	 Private	 Some-college	 Never-married	 Craft-repair	 White	 Male	 United-States	 <=50K
40s	 Self-emp-not-inc	 HS-grad	 Married-civ-spouse	 Craft-repair	 White	 Male	 Mexico	 <=50K
50s	 Federal-gov	 Bachelors	 Married-civ-spouse	 Prof-specialty	 White	 Male	 United-States	 >50K
